model,draw,module,approving,veto_total,predicted_harmful,favorable_uncertainty_fail,neutral,invalid,near_zero_upper_abs_le_1e_10,both_means_negative,ce_negative_kl_nonnegative,ce_nonnegative_kl_negative,both_nonnegative,both_pass,only_ce_pass,only_kl_pass,neither_pass
llama8b,seed0,model.layers.8.self_attn.q_proj,ce,18,0,18,0,0,0,5924,2348,2321,5791,0,18,32,16334
llama8b,seed0,model.layers.8.self_attn.q_proj,kl,32,1,31,0,0,0,5924,2348,2321,5791,0,18,32,16334
llama8b,draw1,model.layers.8.self_attn.q_proj,ce,18,0,18,0,0,0,6608,1707,1675,6394,1,18,10,16355
llama8b,draw1,model.layers.8.self_attn.q_proj,kl,10,0,10,0,0,0,6608,1707,1675,6394,1,18,10,16355
llama8b,draw2,model.layers.8.self_attn.q_proj,ce,26,2,24,0,0,0,6030,2301,2410,5643,2,26,18,16338
llama8b,draw2,model.layers.8.self_attn.q_proj,kl,18,1,17,0,0,0,6030,2301,2410,5643,2,26,18,16338
llama8b,draw3,model.layers.8.self_attn.q_proj,ce,17,0,17,0,0,0,6202,2020,2001,6161,1,17,14,16352
llama8b,draw3,model.layers.8.self_attn.q_proj,kl,14,0,14,0,0,0,6202,2020,2001,6161,1,17,14,16352
llama8b,draw4,model.layers.8.self_attn.q_proj,ce,29,1,28,0,0,0,6306,1963,2040,6075,2,29,8,16345
llama8b,draw4,model.layers.8.self_attn.q_proj,kl,8,0,8,0,0,0,6306,1963,2040,6075,2,29,8,16345
llama8b,seed0,model.layers.8.self_attn.v_proj,ce,8,0,8,0,0,0,1507,588,602,1399,1,8,17,4070
llama8b,seed0,model.layers.8.self_attn.v_proj,kl,17,0,17,0,0,0,1507,588,602,1399,1,8,17,4070
llama8b,draw1,model.layers.8.self_attn.v_proj,ce,5,0,5,0,0,0,1680,427,406,1583,1,5,11,4079
llama8b,draw1,model.layers.8.self_attn.v_proj,kl,11,0,11,0,0,0,1680,427,406,1583,1,5,11,4079
llama8b,draw2,model.layers.8.self_attn.v_proj,ce,6,0,6,0,0,0,1550,569,560,1417,0,6,15,4075
llama8b,draw2,model.layers.8.self_attn.v_proj,kl,15,0,15,0,0,0,1550,569,560,1417,0,6,15,4075
llama8b,draw3,model.layers.8.self_attn.v_proj,ce,7,0,7,0,0,0,1618,493,496,1489,0,7,2,4087
llama8b,draw3,model.layers.8.self_attn.v_proj,kl,2,0,2,0,0,0,1618,493,496,1489,0,7,2,4087
llama8b,draw4,model.layers.8.self_attn.v_proj,ce,4,0,4,0,0,0,1612,476,492,1516,2,4,8,4082
llama8b,draw4,model.layers.8.self_attn.v_proj,kl,8,0,8,0,0,0,1612,476,492,1516,2,4,8,4082
llama8b,seed0,model.layers.9.mlp.down_proj,ce,89,0,89,0,0,0,21038,7885,7759,20662,6,89,59,57190
llama8b,seed0,model.layers.9.mlp.down_proj,kl,59,2,57,0,0,0,21038,7885,7759,20662,6,89,59,57190
llama8b,draw1,model.layers.9.mlp.down_proj,ce,60,0,60,0,0,0,23237,5543,5725,22839,11,60,44,57229
llama8b,draw1,model.layers.9.mlp.down_proj,kl,44,0,44,0,0,0,23237,5543,5725,22839,11,60,44,57229
llama8b,draw2,model.layers.9.mlp.down_proj,ce,79,0,79,0,0,0,21617,7367,7553,20807,10,79,66,57189
llama8b,draw2,model.layers.9.mlp.down_proj,kl,66,0,66,0,0,0,21617,7367,7553,20807,10,79,66,57189
llama8b,draw3,model.layers.9.mlp.down_proj,ce,77,0,77,0,0,0,22736,6161,6234,22213,1,77,19,57247
llama8b,draw3,model.layers.9.mlp.down_proj,kl,19,0,19,0,0,0,22736,6161,6234,22213,1,77,19,57247
llama8b,draw4,model.layers.9.mlp.down_proj,ce,70,1,69,0,0,0,22322,6430,6580,22012,4,70,44,57226
llama8b,draw4,model.layers.9.mlp.down_proj,kl,44,0,44,0,0,0,22322,6430,6580,22012,4,70,44,57226
llama8b,seed0,model.layers.9.mlp.gate_proj,ce,62,3,59,0,0,0,21246,7698,7966,20434,6,62,45,57231
llama8b,seed0,model.layers.9.mlp.gate_proj,kl,45,0,45,0,0,0,21246,7698,7966,20434,6,62,45,57231
llama8b,draw1,model.layers.9.mlp.gate_proj,ce,63,0,63,0,0,0,23327,5468,5453,23096,10,63,28,57243
llama8b,draw1,model.layers.9.mlp.gate_proj,kl,28,0,28,0,0,0,23327,5468,5453,23096,10,63,28,57243
llama8b,draw2,model.layers.9.mlp.gate_proj,ce,88,2,86,0,0,0,21500,7525,7387,20932,11,88,31,57214
llama8b,draw2,model.layers.9.mlp.gate_proj,kl,31,1,30,0,0,0,21500,7525,7387,20932,11,88,31,57214
llama8b,draw3,model.layers.9.mlp.gate_proj,ce,48,0,48,0,0,0,22662,6141,6266,22275,1,48,20,57275
llama8b,draw3,model.layers.9.mlp.gate_proj,kl,20,1,19,0,0,0,22662,6141,6266,22275,1,48,20,57275
llama8b,draw4,model.layers.9.mlp.gate_proj,ce,61,0,61,0,0,0,22540,6443,6442,21919,5,61,28,57250
llama8b,draw4,model.layers.9.mlp.gate_proj,kl,28,0,28,0,0,0,22540,6443,6442,21919,5,61,28,57250
llama8b,seed0,model.layers.9.mlp.up_proj,ce,75,0,75,0,0,0,21028,7881,8090,20345,8,75,76,57185
llama8b,seed0,model.layers.9.mlp.up_proj,kl,76,3,73,0,0,0,21028,7881,8090,20345,8,75,76,57185
llama8b,draw1,model.layers.9.mlp.up_proj,ce,61,1,60,0,0,0,23272,5568,5787,22717,8,61,50,57225
llama8b,draw1,model.layers.9.mlp.up_proj,kl,50,0,50,0,0,0,23272,5568,5787,22717,8,61,50,57225
llama8b,draw2,model.layers.9.mlp.up_proj,ce,89,2,87,0,0,0,21174,7618,7667,20885,9,89,76,57170
llama8b,draw2,model.layers.9.mlp.up_proj,kl,76,0,76,0,0,0,21174,7618,7667,20885,9,89,76,57170
llama8b,draw3,model.layers.9.mlp.up_proj,ce,55,1,54,0,0,0,22713,6197,6188,22246,3,55,26,57260
llama8b,draw3,model.layers.9.mlp.up_proj,kl,26,0,26,0,0,0,22713,6197,6188,22246,3,55,26,57260
llama8b,draw4,model.layers.9.mlp.up_proj,ce,55,0,55,0,0,0,22327,6555,6702,21760,11,55,28,57250
llama8b,draw4,model.layers.9.mlp.up_proj,kl,28,1,27,0,0,0,22327,6555,6702,21760,11,55,28,57250
llama8b,seed0,model.layers.9.self_attn.k_proj,ce,5,0,5,0,0,0,1409,685,641,1361,0,5,11,4080
llama8b,seed0,model.layers.9.self_attn.k_proj,kl,11,0,11,0,0,0,1409,685,641,1361,0,5,11,4080
llama8b,draw1,model.layers.9.self_attn.k_proj,ce,3,0,3,0,0,0,1613,429,433,1621,3,3,4,4086
llama8b,draw1,model.layers.9.self_attn.k_proj,kl,4,0,4,0,0,0,1613,429,433,1621,3,3,4,4086
llama8b,draw2,model.layers.9.self_attn.k_proj,ce,13,0,13,0,0,0,1499,560,574,1463,2,13,9,4072
llama8b,draw2,model.layers.9.self_attn.k_proj,kl,9,0,9,0,0,0,1499,560,574,1463,2,13,9,4072
llama8b,draw3,model.layers.9.self_attn.k_proj,ce,7,0,7,0,0,0,1602,456,456,1582,0,7,2,4087
llama8b,draw3,model.layers.9.self_attn.k_proj,kl,2,0,2,0,0,0,1602,456,456,1582,0,7,2,4087
llama8b,draw4,model.layers.9.self_attn.k_proj,ce,9,1,8,0,0,0,1523,510,551,1512,1,9,11,4075
llama8b,draw4,model.layers.9.self_attn.k_proj,kl,11,1,10,0,0,0,1523,510,551,1512,1,9,11,4075
llama8b,seed0,model.layers.9.self_attn.o_proj,ce,23,0,23,0,0,0,5956,2347,2401,5680,5,23,44,16312
llama8b,seed0,model.layers.9.self_attn.o_proj,kl,44,0,44,0,0,0,5956,2347,2401,5680,5,23,44,16312
llama8b,draw1,model.layers.9.self_attn.o_proj,ce,13,0,13,0,0,0,6542,1611,1729,6502,8,13,25,16338
llama8b,draw1,model.layers.9.self_attn.o_proj,kl,25,0,25,0,0,0,6542,1611,1729,6502,8,13,25,16338
llama8b,draw2,model.layers.9.self_attn.o_proj,ce,42,3,39,0,0,0,6130,2190,2241,5823,4,42,37,16301
llama8b,draw2,model.layers.9.self_attn.o_proj,kl,37,1,36,0,0,0,6130,2190,2241,5823,4,42,37,16301
llama8b,draw3,model.layers.9.self_attn.o_proj,ce,31,0,31,0,0,0,6445,1791,1930,6218,1,31,16,16336
llama8b,draw3,model.layers.9.self_attn.o_proj,kl,16,0,16,0,0,0,6445,1791,1930,6218,1,31,16,16336
llama8b,draw4,model.layers.9.self_attn.o_proj,ce,28,1,27,0,0,0,6302,1895,1995,6192,5,28,38,16313
llama8b,draw4,model.layers.9.self_attn.o_proj,kl,38,0,38,0,0,0,6302,1895,1995,6192,5,28,38,16313
llama8b,seed0,model.layers.9.self_attn.q_proj,ce,30,2,28,0,0,0,5725,2478,2507,5674,0,30,25,16329
llama8b,seed0,model.layers.9.self_attn.q_proj,kl,25,2,23,0,0,0,5725,2478,2507,5674,0,30,25,16329
llama8b,draw1,model.layers.9.self_attn.q_proj,ce,17,0,17,0,0,0,6639,1700,1722,6323,2,17,15,16350
llama8b,draw1,model.layers.9.self_attn.q_proj,kl,15,0,15,0,0,0,6639,1700,1722,6323,2,17,15,16350
llama8b,draw2,model.layers.9.self_attn.q_proj,ce,26,0,26,0,0,0,6061,2274,2242,5807,2,26,30,16326
llama8b,draw2,model.layers.9.self_attn.q_proj,kl,30,0,30,0,0,0,6061,2274,2242,5807,2,26,30,16326
llama8b,draw3,model.layers.9.self_attn.q_proj,ce,17,0,17,0,0,0,6305,1921,1960,6198,1,17,12,16354
llama8b,draw3,model.layers.9.self_attn.q_proj,kl,12,1,11,0,0,0,6305,1921,1960,6198,1,17,12,16354
llama8b,draw4,model.layers.9.self_attn.q_proj,ce,16,0,16,0,0,0,6177,2059,2028,6120,1,16,12,16355
llama8b,draw4,model.layers.9.self_attn.q_proj,kl,12,0,12,0,0,0,6177,2059,2028,6120,1,16,12,16355
llama8b,seed0,model.layers.9.self_attn.v_proj,ce,13,1,12,0,0,0,1465,609,629,1393,1,13,13,4069
llama8b,seed0,model.layers.9.self_attn.v_proj,kl,13,4,9,0,0,0,1465,609,629,1393,1,13,13,4069
llama8b,draw1,model.layers.9.self_attn.v_proj,ce,4,0,4,0,0,0,1666,419,450,1561,2,4,16,4074
llama8b,draw1,model.layers.9.self_attn.v_proj,kl,16,0,16,0,0,0,1666,419,450,1561,2,4,16,4074
llama8b,draw2,model.layers.9.self_attn.v_proj,ce,12,0,12,0,0,0,1560,550,580,1406,3,12,15,4066
llama8b,draw2,model.layers.9.self_attn.v_proj,kl,15,0,15,0,0,0,1560,550,580,1406,3,12,15,4066
llama8b,draw3,model.layers.9.self_attn.v_proj,ce,8,0,8,0,0,0,1520,478,539,1559,0,8,2,4086
llama8b,draw3,model.layers.9.self_attn.v_proj,kl,2,0,2,0,0,0,1520,478,539,1559,0,8,2,4086
llama8b,draw4,model.layers.9.self_attn.v_proj,ce,7,0,7,0,0,0,1575,453,522,1546,1,7,4,4084
llama8b,draw4,model.layers.9.self_attn.v_proj,kl,4,0,4,0,0,0,1575,453,522,1546,1,7,4,4084
qwen4b,seed0,model.layers.0.mlp.down_proj,ce,118,6,112,0,0,0,8442,3866,3875,8137,15,118,36,24151
qwen4b,seed0,model.layers.0.mlp.down_proj,kl,36,3,33,0,0,0,8442,3866,3875,8137,15,118,36,24151
qwen4b,draw1,model.layers.0.mlp.down_proj,ce,89,6,83,0,0,0,7600,4617,4685,7418,6,89,38,24187
qwen4b,draw1,model.layers.0.mlp.down_proj,kl,38,1,37,0,0,0,7600,4617,4685,7418,6,89,38,24187
qwen4b,draw2,model.layers.0.mlp.down_proj,ce,113,1,112,0,0,0,8674,3606,3640,8400,12,113,50,24145
qwen4b,draw2,model.layers.0.mlp.down_proj,kl,50,0,50,0,0,0,8674,3606,3640,8400,12,113,50,24145
qwen4b,draw3,model.layers.0.mlp.down_proj,ce,99,4,95,0,0,0,8575,3776,3801,8168,11,99,45,24165
qwen4b,draw3,model.layers.0.mlp.down_proj,kl,45,1,44,0,0,0,8575,3776,3801,8168,11,99,45,24165
qwen4b,draw4,model.layers.0.mlp.down_proj,ce,31,1,30,0,0,0,9825,2410,2360,9725,3,31,9,24277
qwen4b,draw4,model.layers.0.mlp.down_proj,kl,9,0,9,0,0,0,9825,2410,2360,9725,3,31,9,24277
qwen4b,seed0,model.layers.0.mlp.gate_proj,ce,58,2,56,0,0,0,8150,4019,4006,8145,2,58,33,24227
qwen4b,seed0,model.layers.0.mlp.gate_proj,kl,33,0,33,0,0,0,8150,4019,4006,8145,2,58,33,24227
qwen4b,draw1,model.layers.0.mlp.gate_proj,ce,44,4,40,0,0,0,7429,4792,4907,7192,1,44,25,24250
qwen4b,draw1,model.layers.0.mlp.gate_proj,kl,25,3,22,0,0,0,7429,4792,4907,7192,1,44,25,24250
qwen4b,draw2,model.layers.0.mlp.gate_proj,ce,44,2,42,0,0,0,8593,3617,3754,8356,4,44,43,24229
qwen4b,draw2,model.layers.0.mlp.gate_proj,kl,43,2,41,0,0,0,8593,3617,3754,8356,4,44,43,24229
qwen4b,draw3,model.layers.0.mlp.gate_proj,ce,34,0,34,0,0,0,8257,3950,4075,8038,1,34,39,24246
qwen4b,draw3,model.layers.0.mlp.gate_proj,kl,39,3,36,0,0,0,8257,3950,4075,8038,1,34,39,24246
qwen4b,draw4,model.layers.0.mlp.gate_proj,ce,12,0,12,0,0,0,9830,2321,2270,9899,0,12,2,24306
qwen4b,draw4,model.layers.0.mlp.gate_proj,kl,2,0,2,0,0,0,9830,2321,2270,9899,0,12,2,24306
qwen4b,seed0,model.layers.0.mlp.up_proj,ce,57,4,53,0,0,0,8168,3939,4005,8208,5,57,29,24229
qwen4b,seed0,model.layers.0.mlp.up_proj,kl,29,1,28,0,0,0,8168,3939,4005,8208,5,57,29,24229
qwen4b,draw1,model.layers.0.mlp.up_proj,ce,41,2,39,0,0,0,7279,4720,5006,7315,1,41,36,24242
qwen4b,draw1,model.layers.0.mlp.up_proj,kl,36,4,32,0,0,0,7279,4720,5006,7315,1,41,36,24242
qwen4b,draw2,model.layers.0.mlp.up_proj,ce,56,2,54,0,0,0,8518,3703,3721,8378,3,56,28,24233
qwen4b,draw2,model.layers.0.mlp.up_proj,kl,28,2,26,0,0,0,8518,3703,3721,8378,3,56,28,24233
qwen4b,draw3,model.layers.0.mlp.up_proj,ce,33,0,33,0,0,0,8232,4100,4023,7965,2,33,24,24261
qwen4b,draw3,model.layers.0.mlp.up_proj,kl,24,1,23,0,0,0,8232,4100,4023,7965,2,33,24,24261
qwen4b,draw4,model.layers.0.mlp.up_proj,ce,14,0,14,0,0,0,9844,2330,2284,9862,0,14,2,24304
qwen4b,draw4,model.layers.0.mlp.up_proj,kl,2,0,2,0,0,0,9844,2330,2284,9862,0,14,2,24304
qwen4b,seed0,model.layers.0.self_attn.k_proj,ce,8,0,8,0,0,0,898,401,391,870,1,8,3,2548
qwen4b,seed0,model.layers.0.self_attn.k_proj,kl,3,0,3,0,0,0,898,401,391,870,1,8,3,2548
qwen4b,draw1,model.layers.0.self_attn.k_proj,ce,4,0,4,0,0,0,787,490,459,824,0,4,6,2550
qwen4b,draw1,model.layers.0.self_attn.k_proj,kl,6,1,5,0,0,0,787,490,459,824,0,4,6,2550
qwen4b,draw2,model.layers.0.self_attn.k_proj,ce,4,0,4,0,0,0,927,341,368,924,0,4,5,2551
qwen4b,draw2,model.layers.0.self_attn.k_proj,kl,5,1,4,0,0,0,927,341,368,924,0,4,5,2551
qwen4b,draw3,model.layers.0.self_attn.k_proj,ce,9,2,7,0,0,0,896,462,404,798,0,9,5,2546
qwen4b,draw3,model.layers.0.self_attn.k_proj,kl,5,0,5,0,0,0,896,462,404,798,0,9,5,2546
qwen4b,draw4,model.layers.0.self_attn.k_proj,ce,0,0,0,0,0,0,1036,248,256,1020,0,0,0,2560
qwen4b,draw4,model.layers.0.self_attn.k_proj,kl,0,0,0,0,0,0,1036,248,256,1020,0,0,0,2560
qwen4b,seed0,model.layers.0.self_attn.o_proj,ce,153,2,151,0,0,0,3696,1459,1513,3572,20,153,26,10041
qwen4b,seed0,model.layers.0.self_attn.o_proj,kl,26,3,23,0,0,0,3696,1459,1513,3572,20,153,26,10041
qwen4b,draw1,model.layers.0.self_attn.o_proj,ce,95,5,90,0,0,0,3317,1777,1865,3281,14,95,26,10105
qwen4b,draw1,model.layers.0.self_attn.o_proj,kl,26,0,26,0,0,0,3317,1777,1865,3281,14,95,26,10105
qwen4b,draw2,model.layers.0.self_attn.o_proj,ce,110,1,109,0,0,0,3866,1277,1362,3735,25,110,50,10055
qwen4b,draw2,model.layers.0.self_attn.o_proj,kl,50,1,49,0,0,0,3866,1277,1362,3735,25,110,50,10055
qwen4b,draw3,model.layers.0.self_attn.o_proj,ce,108,1,107,0,0,0,3627,1466,1562,3585,13,108,35,10084
qwen4b,draw3,model.layers.0.self_attn.o_proj,kl,35,0,35,0,0,0,3627,1466,1562,3585,13,108,35,10084
qwen4b,draw4,model.layers.0.self_attn.o_proj,ce,31,0,31,0,0,0,4009,961,1050,4220,3,31,1,10205
qwen4b,draw4,model.layers.0.self_attn.o_proj,kl,1,0,1,0,0,0,4009,961,1050,4220,3,31,1,10205
qwen4b,seed0,model.layers.0.self_attn.q_proj,ce,9,0,9,0,0,0,3614,1583,1604,3439,1,9,8,10222
qwen4b,seed0,model.layers.0.self_attn.q_proj,kl,8,0,8,0,0,0,3614,1583,1604,3439,1,9,8,10222
qwen4b,draw1,model.layers.0.self_attn.q_proj,ce,16,2,14,0,0,0,3174,1897,1950,3219,0,16,7,10217
qwen4b,draw1,model.layers.0.self_attn.q_proj,kl,7,2,5,0,0,0,3174,1897,1950,3219,0,16,7,10217
qwen4b,draw2,model.layers.0.self_attn.q_proj,ce,10,0,10,0,0,0,3708,1463,1441,3628,2,10,11,10217
qwen4b,draw2,model.layers.0.self_attn.q_proj,kl,11,1,10,0,0,0,3708,1463,1441,3628,2,10,11,10217
qwen4b,draw3,model.layers.0.self_attn.q_proj,ce,13,1,12,0,0,0,3428,1742,1774,3296,0,13,8,10219
qwen4b,draw3,model.layers.0.self_attn.q_proj,kl,8,1,7,0,0,0,3428,1742,1774,3296,0,13,8,10219
qwen4b,draw4,model.layers.0.self_attn.q_proj,ce,3,0,3,0,0,0,4022,1095,1097,4026,0,3,2,10235
qwen4b,draw4,model.layers.0.self_attn.q_proj,kl,2,0,2,0,0,0,4022,1095,1097,4026,0,3,2,10235
qwen4b,seed0,model.layers.0.self_attn.v_proj,ce,21,1,20,0,0,0,926,380,413,841,1,21,3,2535
qwen4b,seed0,model.layers.0.self_attn.v_proj,kl,3,0,3,0,0,0,926,380,413,841,1,21,3,2535
qwen4b,draw1,model.layers.0.self_attn.v_proj,ce,12,0,12,0,0,0,877,470,457,756,1,12,7,2540
qwen4b,draw1,model.layers.0.self_attn.v_proj,kl,7,0,7,0,0,0,877,470,457,756,1,12,7,2540
qwen4b,draw2,model.layers.0.self_attn.v_proj,ce,4,0,4,0,0,0,953,356,388,863,2,4,13,2541
qwen4b,draw2,model.layers.0.self_attn.v_proj,kl,13,1,12,0,0,0,953,356,388,863,2,4,13,2541
qwen4b,draw3,model.layers.0.self_attn.v_proj,ce,12,0,12,0,0,0,955,389,398,818,1,12,5,2542
qwen4b,draw3,model.layers.0.self_attn.v_proj,kl,5,0,5,0,0,0,955,389,398,818,1,12,5,2542
qwen4b,draw4,model.layers.0.self_attn.v_proj,ce,2,0,2,0,0,0,1067,249,254,990,0,2,0,2558
qwen4b,draw4,model.layers.0.self_attn.v_proj,kl,0,0,0,0,0,0,1067,249,254,990,0,2,0,2558
qwen4b,seed0,model.layers.1.mlp.down_proj,ce,1035,25,1010,0,0,20,8979,3151,3323,8867,305,1035,85,22895
qwen4b,seed0,model.layers.1.mlp.down_proj,kl,85,2,83,0,0,7,8979,3151,3323,8867,305,1035,85,22895
qwen4b,draw1,model.layers.1.mlp.down_proj,ce,713,15,698,0,0,7,8592,3648,3781,8299,267,713,132,23208
qwen4b,draw1,model.layers.1.mlp.down_proj,kl,132,3,129,0,0,0,8592,3648,3781,8299,267,713,132,23208
qwen4b,draw2,model.layers.1.mlp.down_proj,ce,643,12,631,0,0,24,9178,3052,3103,8987,574,643,230,22873
qwen4b,draw2,model.layers.1.mlp.down_proj,kl,230,0,230,0,0,6,9178,3052,3103,8987,574,643,230,22873
qwen4b,draw3,model.layers.1.mlp.down_proj,ce,726,27,699,0,0,13,8826,3232,3449,8813,324,726,171,23099
qwen4b,draw3,model.layers.1.mlp.down_proj,kl,171,4,167,0,0,5,8826,3232,3449,8813,324,726,171,23099
qwen4b,draw4,model.layers.1.mlp.down_proj,ce,276,1,275,0,0,3,9621,2342,2628,9729,58,276,15,23971
qwen4b,draw4,model.layers.1.mlp.down_proj,kl,15,0,15,0,0,0,9621,2342,2628,9729,58,276,15,23971
qwen4b,seed0,model.layers.1.mlp.gate_proj,ce,77,3,74,0,0,1,8329,3911,4052,8028,13,77,32,24198
qwen4b,seed0,model.layers.1.mlp.gate_proj,kl,32,0,32,0,0,0,8329,3911,4052,8028,13,77,32,24198
qwen4b,draw1,model.layers.1.mlp.gate_proj,ce,45,3,42,0,0,0,7829,4189,4339,7963,15,45,36,24224
qwen4b,draw1,model.layers.1.mlp.gate_proj,kl,36,4,32,0,0,0,7829,4189,4339,7963,15,45,36,24224
qwen4b,draw2,model.layers.1.mlp.gate_proj,ce,67,0,67,0,0,2,8035,3860,3419,9006,36,67,39,24178
qwen4b,draw2,model.layers.1.mlp.gate_proj,kl,39,3,36,0,0,1,8035,3860,3419,9006,36,67,39,24178
qwen4b,draw3,model.layers.1.mlp.gate_proj,ce,47,0,47,0,0,0,8314,3869,3787,8350,19,47,32,24222
qwen4b,draw3,model.layers.1.mlp.gate_proj,kl,32,2,30,0,0,0,8314,3869,3787,8350,19,47,32,24222
qwen4b,draw4,model.layers.1.mlp.gate_proj,ce,23,0,23,0,0,0,9891,2456,2272,9701,6,23,4,24287
qwen4b,draw4,model.layers.1.mlp.gate_proj,kl,4,0,4,0,0,0,9891,2456,2272,9701,6,23,4,24287
qwen4b,seed0,model.layers.1.mlp.up_proj,ce,101,3,98,0,0,0,8565,3596,3747,8412,24,101,44,24151
qwen4b,seed0,model.layers.1.mlp.up_proj,kl,44,1,43,0,0,2,8565,3596,3747,8412,24,101,44,24151
qwen4b,draw1,model.layers.1.mlp.up_proj,ce,70,5,65,0,0,1,7884,4180,4292,7964,19,70,50,24181
qwen4b,draw1,model.layers.1.mlp.up_proj,kl,50,3,47,0,0,1,7884,4180,4292,7964,19,70,50,24181
qwen4b,draw2,model.layers.1.mlp.up_proj,ce,99,1,98,0,0,0,8538,3686,3657,8439,44,99,58,24119
qwen4b,draw2,model.layers.1.mlp.up_proj,kl,58,1,57,0,0,1,8538,3686,3657,8439,44,99,58,24119
qwen4b,draw3,model.layers.1.mlp.up_proj,ce,70,6,64,0,0,0,8421,3695,3932,8272,24,70,51,24175
qwen4b,draw3,model.layers.1.mlp.up_proj,kl,51,0,51,0,0,1,8421,3695,3932,8272,24,70,51,24175
qwen4b,draw4,model.layers.1.mlp.up_proj,ce,18,0,18,0,0,0,10175,2213,2157,9775,1,18,7,24294
qwen4b,draw4,model.layers.1.mlp.up_proj,kl,7,0,7,0,0,0,10175,2213,2157,9775,1,18,7,24294
qwen4b,seed0,model.layers.1.self_attn.k_proj,ce,27,0,27,0,0,0,879,344,433,904,4,27,9,2520
qwen4b,seed0,model.layers.1.self_attn.k_proj,kl,9,0,9,0,0,0,879,344,433,904,4,27,9,2520
qwen4b,draw1,model.layers.1.self_attn.k_proj,ce,19,1,18,0,0,0,753,534,504,769,1,19,4,2536
qwen4b,draw1,model.layers.1.self_attn.k_proj,kl,4,0,4,0,0,0,753,534,504,769,1,19,4,2536
qwen4b,draw2,model.layers.1.self_attn.k_proj,ce,14,1,13,0,0,0,938,330,364,928,5,14,7,2534
qwen4b,draw2,model.layers.1.self_attn.k_proj,kl,7,0,7,0,0,0,938,330,364,928,5,14,7,2534
qwen4b,draw3,model.layers.1.self_attn.k_proj,ce,14,0,14,0,0,0,895,374,362,929,2,14,4,2540
qwen4b,draw3,model.layers.1.self_attn.k_proj,kl,4,0,4,0,0,0,895,374,362,929,2,14,4,2540
qwen4b,draw4,model.layers.1.self_attn.k_proj,ce,9,1,8,0,0,0,1077,239,231,1013,0,9,0,2551
qwen4b,draw4,model.layers.1.self_attn.k_proj,kl,0,0,0,0,0,0,1077,239,231,1013,0,9,0,2551
qwen4b,seed0,model.layers.1.self_attn.o_proj,ce,205,5,200,0,0,0,3724,1437,1473,3606,29,205,28,9978
qwen4b,seed0,model.layers.1.self_attn.o_proj,kl,28,0,28,0,0,0,3724,1437,1473,3606,29,205,28,9978
qwen4b,draw1,model.layers.1.self_attn.o_proj,ce,134,13,121,0,0,0,3207,1916,1907,3210,21,134,29,10056
qwen4b,draw1,model.layers.1.self_attn.o_proj,kl,29,1,28,0,0,0,3207,1916,1907,3210,21,134,29,10056
qwen4b,draw2,model.layers.1.self_attn.o_proj,ce,184,1,183,0,0,0,4001,1194,1266,3779,59,184,54,9943
qwen4b,draw2,model.layers.1.self_attn.o_proj,kl,54,0,54,0,0,0,4001,1194,1266,3779,59,184,54,9943
qwen4b,draw3,model.layers.1.self_attn.o_proj,ce,107,5,102,0,0,0,3761,1430,1395,3654,33,107,44,10056
qwen4b,draw3,model.layers.1.self_attn.o_proj,kl,44,1,43,0,0,0,3761,1430,1395,3654,33,107,44,10056
qwen4b,draw4,model.layers.1.self_attn.o_proj,ce,36,1,35,0,0,0,4128,1044,1060,4008,5,36,1,10198
qwen4b,draw4,model.layers.1.self_attn.o_proj,kl,1,0,1,0,0,0,4128,1044,1060,4008,5,36,1,10198
qwen4b,seed0,model.layers.1.self_attn.q_proj,ce,60,0,60,0,0,0,3492,1631,1650,3467,18,60,18,10144
qwen4b,seed0,model.layers.1.self_attn.q_proj,kl,18,0,18,0,0,0,3492,1631,1650,3467,18,60,18,10144
qwen4b,draw1,model.layers.1.self_attn.q_proj,ce,42,0,42,0,0,0,3036,2132,2077,2995,16,42,11,10171
qwen4b,draw1,model.layers.1.self_attn.q_proj,kl,11,2,9,0,0,0,3036,2132,2077,2995,16,42,11,10171
qwen4b,draw2,model.layers.1.self_attn.q_proj,ce,49,0,49,0,0,0,3723,1424,1463,3630,24,49,25,10142
qwen4b,draw2,model.layers.1.self_attn.q_proj,kl,25,0,25,0,0,0,3723,1424,1463,3630,24,49,25,10142
qwen4b,draw3,model.layers.1.self_attn.q_proj,ce,41,2,39,0,0,0,3625,1541,1586,3488,22,41,25,10152
qwen4b,draw3,model.layers.1.self_attn.q_proj,kl,25,0,25,0,0,0,3625,1541,1586,3488,22,41,25,10152
qwen4b,draw4,model.layers.1.self_attn.q_proj,ce,19,0,19,0,0,0,4170,917,1056,4097,0,19,2,10219
qwen4b,draw4,model.layers.1.self_attn.q_proj,kl,2,0,2,0,0,0,4170,917,1056,4097,0,19,2,10219
qwen4b,seed0,model.layers.1.self_attn.v_proj,ce,71,2,69,0,0,0,918,350,400,892,18,71,5,2466
qwen4b,seed0,model.layers.1.self_attn.v_proj,kl,5,0,5,0,0,0,918,350,400,892,18,71,5,2466
qwen4b,draw1,model.layers.1.self_attn.v_proj,ce,34,2,32,0,0,0,823,461,494,782,10,34,6,2510
qwen4b,draw1,model.layers.1.self_attn.v_proj,kl,6,0,6,0,0,0,823,461,494,782,10,34,6,2510
qwen4b,draw2,model.layers.1.self_attn.v_proj,ce,44,0,44,0,0,0,1004,298,317,941,25,44,14,2477
